labels,messages,character_count,word_count,sentence_count,clean_length
0,going thru different feeling wavering decisions coping individual time heal everything believe,142,23,1,94
0,go phone gonna die stay,62,17,2,23
0,great never better day gives even reasons thank god,71,15,3,51
1,upgrdcentre orange customer may claim free camera phone upgrade loyalty call numbr numbr numbr offer ends numbrth july c apply opt available,175,36,4,140
0,sorry call later ok bye,29,8,1,23
0,ok way railway,29,8,1,14
0,great princess love giving receiving oral doggy style fave position enjoy making love lt gt times per night,148,37,5,107
0,put stuff roads keep getting slippery,83,18,1,37
0,going ride bike,37,9,1,15
0,yup need jus wait numbr e rain numbr stop,44,15,2,41
0,many company tell language,45,10,2,26
1,okmail dear dave final notice collect numbr tenerife holiday numbr cash award call numbr landline tcs sae boxnumbr cwnumbrwx numbrppm,161,32,3,133
0,long since screamed princess,50,11,1,28
0,nothing meant money enters account bank remove flat rate someone transfered lt gt account lt gt dollars got removed banks differ charges also differ sure trust numbrja person sending account details cos,298,67,4,202
1,want numbr get laid tonight want real dogging locations sent direct numbr mob join uk largest dogging network txting moan numbrnyt ecnumbra numbrp msg numbrp,159,34,5,157
0,nice line said broken heart plz cum numbr times infront wise trust good numbrt,125,31,1,78
0,ok gonna head usf like fifteen minutes,51,13,1,38
0,love aathi love lot,28,8,1,19
0,tension ah machi problem,34,9,1,24
0,k pick another numbrth done,46,13,1,27
0,guys getting back g said thinking staying mcr,81,17,2,45
0,almost see sec,28,8,1,14
0,yo carlos friends already asking working weekend,90,20,1,48
0,watching tv lor,18,4,1,15
0,thank baby cant wait taste real thing,54,13,2,37
0,change fb jaykwon thuglyfe falconerf,55,9,1,36
0,win really numbr side long time,45,12,1,31
1,free message activate numbr free text messages replying message word free terms conditions visit www numbr com,146,24,1,110
0,dear reached railway happen,40,8,2,27
0,depends quality want type sent boye faded glory numbr want ralphs maybe numbr,107,25,2,77
0,think fixed send test message,50,13,1,29
0,sorry man account dry would want could trade back half could buy shit credit card,120,28,1,81
1,congrats numbr year special cinema pass numbr call numbr c suprman v matrixnumbr starwarsnumbr etc numbr free bxnumbr ipnumbr numbrwe numbrpm miss,160,37,7,146
0,sorry meeting call later,32,8,1,24
0,class lt gt reunion,34,12,1,19
0,free call,32,10,1,9
0,got meh,16,5,1,7
0,nope think go monday sorry replied late,67,16,1,39
0,told accenture confirm true,55,13,2,27
0,kate jackson rec center numbrish right,43,9,1,38
0,dear reache room,23,5,1,16
0,fighting world easy either win lose bt fightng somenumbr close dificult lose lose win still lose,149,37,1,96
0,ì_ come,21,6,1,7
0,check nuerologist,23,4,1,17
0,lolnice went fish water,40,12,3,23
1,numbr congratulations week competition draw ådollersnumbr prize claim call numbr bnumbr cs stop sms numbr numbr numbrppm,170,31,2,120
0,waiting e car dat bored wat cos wait outside got nothing numbr home stuff watch tv wat,117,31,3,86
0,maybe westshore hyde park village place near house,62,13,1,50
0,know anthony bringing money school fees pay rent stuff like thats need help friend need,166,41,6,87
0,significance,24,5,1,12
0,opinion numbr numbr jada numbr kusruthi numbr lovable numbr silent numbr spl character numbr matured numbr stylish numbr simple pls reply,136,28,2,137
0,numbr latest g still scrounge ammo want give new ak try,99,25,1,55
0,prabha soryda realy frm heart sory,45,13,1,34
0,lol ok forgiven,23,6,1,15
0,jst change tat,25,7,1,14
1,guaranteed latest nokia phone numbrgb ipod mpnumbr player ådollersnumbr prize txt word collect numbr ibhltd ldnwnumbrh numbrp mtmsgrcvdnumbr,148,30,3,140
0,competition,26,8,1,11
1,boltblue tones numbrp reply poly mono eg polynumbr numbr cha cha slide numbr yeah numbr slow jamz numbr toxic numbr come stop numbr tones txt,146,34,1,141
1,credits topped http www bubbletext com renewal pin tgxxrz,89,15,1,57
0,way transport less problematic sat night way want ask n join bday feel free need know definite nos booking fri,168,40,3,110
0,usually person unconscious children adults may behave abnormally call,117,22,2,69
0,ebay might less elsewhere,46,11,1,25
0,shall come get pickle,26,6,1,21
0,gonna go get tacos,28,7,1,18
0,rude campus,32,9,1,11
1,urgent mobile awarded ådollersnumbr numbr bonus caller prize numbr numbr numbr numbrnd attempt contact call numbr numbr numbr boxnumbrqu,145,29,5,136
0,hi b ard numbr christmas enjoy n merry x mas,57,16,2,44
1,today offer claim ådollersnumbr worth discount vouchers text yes numbr savamob member offers mobile cs numbr ådollersnumbr sub numbr unsub reply x,160,35,6,146
0,yes pretty lady like single,42,11,2,27
1,recieve tone within next numbrhrs terms conditions please see channel teletext pg numbr,111,21,2,87
0,jay says double faggot,36,7,1,22
1,private numbr account statement numbr shows numbr un redeemed points call numbr identifier code numbr expires numbr numbr numbr,146,22,4,127
0,today sunday sunday holiday work,50,11,1,32
0,late,15,5,1,4
0,called hoping lnumbrr malaria know miss guys miss bani big pls give love especially great day,177,44,4,93
0,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea,160,38,4,98
0,probably gonna see later tonight lt,63,17,1,35
0,maybe fat fingers press buttons know,84,19,1,36
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,84,16,1,74
0,tirupur da started office call,57,14,1,30
1,www applausestore com monthlysubscription numbrp msg maxnumbr month csc web agenumbr numbrstop txt stop,96,14,1,103
0,famous quote develop ability listen anything unconditionally without losing temper self confidence means married,169,30,1,112
0,going college pa else ill come self pa,76,20,3,38
0,numbr oclock mine bash flat plan,47,13,2,32
0,girl stay bed girl need recovery time id rather pass fun cooped bed,130,29,3,67
0,special,23,5,1,7
0,know need get hotel got invitation apologise cali sweet come english bloke weddin,149,35,3,81
0,sorry took long omw,32,8,1,19
0,wait lt gt min,22,10,1,14
0,ok give numbr minutes think see btw alibi cutting hair whole time,101,26,3,65
0,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,281,59,1,142
0,hurry weed deficient like three days,54,11,1,36
0,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,120,23,1,83
0,ok every night take warm bath drink cup milk see work magic still need loose weight know,138,33,3,88
0,û look frying pan case û cheap book perhaps û silly frying pan û likely book,135,29,2,76
0,well uv causes mutations sunscreen like essential thesedays,66,11,2,59
0,lunch online,40,12,1,12
0,know friend already told,40,9,1,24
0,hi princess thank pics pretty,70,18,4,29
0,aiyo always c ex one dunno abt mei reply first time reply fast lucky workin huh got bao sugardad ah gee,160,41,1,103
0,hi msg office,26,10,1,13
0,thanx numbr e brownie v nice,32,9,1,28
0,geeeee love much barely stand,51,12,1,29
1,gent trying contact last weekends draw shows ådollersnumbr prize guaranteed call numbr claim code knumbr valid numbrhrs numbrppm,160,32,6,128
0,fuck babe miss already know let send money towards net need want crave,146,36,3,70
0,ill call numbrmrw ninish address icky american freek wont stop callin numbr bad jen k eh,103,24,1,88
0,oooh bed ridden ey thinking,45,11,2,27
0,anyways go gym whatever love smiles hope ok good day babe miss much already,142,35,1,75
0,love daddy make scream pleasure going slap ass dick,92,22,3,51
0,wot wanna missy,26,8,1,15
0,yar lor wait numbr mum numbr finish sch lunch lor whole morning stay home clean room room quite clean hee,134,31,1,105
0,know lab goggles went,37,8,1,21
0,open door,22,6,1,9
0,waiting call,22,5,1,12
0,nope waiting sch numbr daddy,33,8,1,28
1,numbr numbr cash numbr numbr prize claim callnumbr,69,16,2,50
0,tired arguing week week want,109,28,2,28
0,ìï wait numbr sch finish ard numbr,36,11,1,34
1,mobile number ådollersnumbr claim calls us back ring claims hot line numbr,100,21,1,74
0,arngd marriage r walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite,140,32,1,103
0,huh early ì_ dinner outside izzit,51,11,1,33
0,ok anyway need change said,46,10,1,26
1,tried contact reply offer numbr mins numbr textand new video phone call numbr reply free delivery tomorrow,149,29,1,106
0,ex wife able kids want kids one day,63,16,2,35
0,scotland hope showing jjc tendencies take care live dream,95,21,4,57
0,tell headache want use numbr hour sick time,69,17,1,43
0,dun thk quit yet hmmm go jazz yogasana oso go meet em lessons den,110,28,2,65
0,pete please ring meive hardly gotany credit,55,11,1,43
0,ya srsly better yi tho,27,6,1,22
0,meeting call later,34,10,1,18
1,chance win ådollersnumbr wkly shopping spree txt shop numbr c www txt numbr shop com custcare numbr numbrxnumbrp wk,127,25,1,115
1,specially selected receive numbr pound award call numbr lines close cost numbrppm numbr cs apply ag promo,142,31,6,105
1,private numbr account statement numbr shows numbr un redeemed points call numbr identifier code numbr expires numbr numbr numbr,148,24,3,127
0,still grand prix,24,6,1,16
0,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,147,35,4,96
0,great,24,8,2,5
0,gud mrng dear nice day,29,7,1,22
1,important customer service announcement call freephone numbr numbr numbr,86,15,2,72
0,exhausted train morning much wine pie sleep well,87,20,4,48
0,going buy mum present ar,38,11,1,24
0,mind blastin tsunamis occur rajnikant stopped swimming indian ocean,104,21,1,67
0,sending home first ok lor ready yet,59,17,2,35
0,speaking cash yet,38,9,1,17
0,happy come noon,38,9,2,15
0,meet lunch la,22,5,1,13
0,take care n get well soon,25,6,1,25
1,xclusive clubsaisai numbrmorow numbr numbr soiree speciale zouk nichols paris free roses numbr ladies info numbr numbr,135,22,2,118
0,meant say cant wait see getting bored bridgwater banter,87,18,1,55
0,neva mind ok,19,6,1,12
0,fine imma get drink somethin want come find,66,18,2,43
1,numbr days kick euronumbr kept date latest news results daily removed send get txt stop numbr,140,32,3,93
0,valentine game send dis msg friends numbr answers r someone really loves ques colour suits best rply,156,37,3,100
0,many dependents,22,4,1,15
0,thanxnumbr today cer nice numbr catch ave numbr find time often oh well take care c soon c,107,25,1,90
0,called said choose future,65,17,1,25
0,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles numbrst,149,31,2,102
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt reaction lor,137,32,4,110
0,family happiness,25,5,1,16
0,come n pick ì_ come immediately aft lesson,60,14,1,42
0,let snow let snow kind weather brings ppl together friendships grow,103,22,3,67
0,dear got lt gt dollars hi hi,37,13,1,28
0,good words words may leave dismay many times,58,13,1,44
0,make sure alex knows birthday fifteen minutes far concerned,87,17,1,59
0,sorry got things may pub later,58,17,2,30
0,nah straight bring bud drinks something actually little useful straight cash,123,25,1,76
0,haha good hear officially paid market numbrth,67,16,1,45
0,many licks take get center tootsie pop,66,16,1,38
0,yup thk r e teacher said make face look longer darren ask numbr cut short,102,25,2,73
1,new textbuddy chat numbr horny guys area numbr numbrp free numbr receive search postcode gaytextbuddy com txt one name numbr,130,26,2,124
1,todays vodafone numbers ending numbr selected receive ådollersnumbr award number matches call numbr receive ådollersnumbr award,150,27,2,127
0,please say like hi hi hi,35,9,2,24
0,thank,8,3,1,5
0,oh forwarded message thought send,62,14,2,33
0,got seventeen pounds seven hundred ml ûò hope ok,58,13,2,48
1,dear voucher holder numbr claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply numbr stop texts txt stop numbr,143,29,1,127
0,n funny,20,6,1,7
0,sweetheart hope kind day one loads reasons smile biola,100,22,3,54
0,ì_ login dat time dad fetching ì_ home,51,12,1,38
0,shower baby,36,10,1,11
0,askd question hours answer,53,12,2,26
0,well imma definitely need restock thanksgiving let know,88,18,1,55
0,said kiss kiss sound effects gorgeous man kind person needs smile brighten day,133,34,3,78
0,probably gonna swing wee bit,36,9,1,28
0,ya nice ready thursday,37,8,1,22
0,allo braved buses taken trains triumphed mean û b û ham jolly good rest week,127,28,4,76
0,watching cartoon listening music amp eve go temple amp church,92,23,1,61
0,mind ask happened say uncomfortable,80,19,2,35
1,private numbr account statement shows numbr un redeemed points call numbr identifier code numbr expires numbr numbr numbr,136,23,3,121
0,prob send email,35,10,2,15
1,numbr numbr cash numbr numbr prize claim callnumbr c rstm swnumbr numbrss numbrppm,97,27,4,82
0,thats cool sometimes slow gentle sonetimes rough hard,66,14,3,53
0,gonna say sorry would normal starting panic time sorry seeing tuesday,119,30,5,69
0,wait know wesleys town bet hella drugs,65,17,2,38
0,fine miss much,26,7,1,14
0,tell drug dealer getting impatient,45,8,1,34
0,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet send care msg gud evng,157,40,3,107
0,doesnt make sense take unless free need know wikipedia com,94,20,2,58
